project_id,project_name,project_path,last_updated,department,contract_exists,contract_count,specification_exists,specification_count,initiation_exists,initiation_count,agreement_exists,agreement_count,budget_exists,budget_count,deliverable_exists,deliverable_count,completion_exists,completion_count,evaluation_exists,evaluation_count,certificate_exists,certificate_count,final_deliverable_exists,final_deliverable_count
2000nnnn,2000_-----------------------준공 프로젝트(이하)---------------------------------------------------------------------------------------------------,Z:01010_도로\0003 준공사업\2000_-----------------------준공 프로젝트(이하)---------------------------------------------------------------------------------------------------,2025-02-27 06:08:32,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20060167,2006167_함양울산 기본설계 9공구 성과품,Z:01010_도로\0003 준공사업\2006167_함양울산 기본설계 9공구 성과품,2025-02-27 09:32:14,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20070089,2007089_인천가정 경명로 연결도로외 3개도로 기본 및 실시설계용역(LH),Z:01010_도로\0003 준공사업\2007089_인천가정 경명로 연결도로외 3개도로 기본 및 실시설계용역(LH),2025-02-27 08:33:40,01010_도로,True,3,True,1,True,3,True,3,True,1,True,2,True,2,False,0,True,2,,
20070110,2007110_가정오거리 도시개발사업 사업화 기본 및 실시설계용역(인천광역시),Z:01010_도로\2007110_가정오거리 도시개발사업 사업화 기본 및 실시설계용역(인천광역시),2025-02-27 06:09:03,01010_도로,True,1,True,1,True,2,True,3,True,2,False,0,False,0,False,0,False,0,,
20070163,2007163_지방도 352호선 우회도로 외 2개도로 기본 및 실시설계용역,Z:01010_도로\2007163_지방도 352호선 우회도로 외 2개도로 기본 및 실시설계용역,2025-02-27 06:09:12,01010_도로,True,1,True,1,True,1,True,1,True,3,True,1,False,0,False,0,False,0,,
20080085,2008085_시흥시 죽율~장현~목감간 도로 기본 및 실시설계용역(LH),Z:01010_도로\2008085_시흥시 죽율~장현~목감간 도로 기본 및 실시설계용역(LH),2025-02-27 06:36:43,01010_도로,True,3,True,3,True,2,True,3,True,3,True,1,False,0,False,0,True,3,,
20080097,2008097_국도38호선 평택오성~고덕간 도로확장공사 기본 및 실시설계(준공),Z:01010_도로\0003 준공사업\2008097_국도38호선 평택오성~고덕간 도로확장공사 기본 및 실시설계(준공),2025-02-27 09:34:42,01010_도로,False,0,True,3,True,3,True,3,True,3,True,1,True,1,False,0,True,1,,
20100041,2010041_검단산업단지-검단IC간 도로개설공사 기본 및 실시설계용역(인천종건),Z:01010_도로\0003 준공사업\2010041_검단산업단지-검단IC간 도로개설공사 기본 및 실시설계용역(인천종건),2025-02-27 09:35:57,01010_도로,True,3,True,2,False,0,True,1,False,0,False,0,False,0,False,0,True,2,,
20130065,2013065_동향~안성 국가지원지방도 건설공사(준공),Z:01010_도로\0003 준공사업\2013065_동향~안성 국가지원지방도 건설공사(준공),2025-02-27 06:37:03,01010_도로,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,,
20130142,2013142_충청내륙고속화(제1-1공구) 도로건설공사 실시설계용역,Z:01010_도로\0003 준공사업\2013142_충청내륙고속화(제1-1공구) 도로건설공사 실시설계용역,2025-02-27 06:09:55,01010_도로,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,,
20140028,2014028_포항-영덕2공구 실시설계,Z:01010_도로\0003 준공사업\2014028_포항-영덕2공구 실시설계,2025-02-27 06:10:02,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20140066,2014066_을숙도대교~장림고개간 지하차도 건설공사 기본 및 실시설계용역(부산광역시)_건설사업관리검토,Z:01010_도로\0003 준공사업\2014066_을숙도대교~장림고개간 지하차도 건설공사 기본 및 실시설계용역(부산광역시)_건설사업관리검토,2025-02-27 06:10:14,01010_도로,True,3,True,3,False,0,True,3,False,0,True,3,True,2,False,0,True,3,,
20140184,2014184_덕천동~아시아드 주 경기장간(만덕3터널)도로 실시설계용역(부산광역시)_건설사업관리검토,Z:01010_도로\0003 준공사업\2014184_덕천동~아시아드 주 경기장간(만덕3터널)도로 실시설계용역(부산광역시)_건설사업관리검토,2025-02-27 06:10:20,01010_도로,True,2,True,3,True,1,True,2,False,0,True,3,True,1,False,0,False,0,,
20150039,2015039_김포-파주(1공구) 고속도로 실시설계,Z:01010_도로\0003 준공사업\2015039_김포-파주(1공구) 고속도로 실시설계,2025-02-27 09:42:28,01010_도로,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,,
20150077,2015077 국지도60호선(칠북~북면)건설공사 실시설계(보완)용역(경상남도),Z:01010_도로\0003 준공사업\2015077 국지도60호선(칠북~북면)건설공사 실시설계(보완)용역(경상남도),2025-02-27 06:10:39,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,,
20150174,2015174_중산지하차도 개설 실시설계 용역(경산시),Z:01010_도로\0003 준공사업\2015174_중산지하차도 개설 실시설계 용역(경산시),2025-02-27 09:45:40,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20160021,2016021_강릉 도시관리계획(시설도로)결정(변경) 및 실시설계용역(강릉시),Z:01010_도로\0003 준공사업\2016021_강릉 도시관리계획(시설도로)결정(변경) 및 실시설계용역(강릉시),2025-02-27 06:10:57,01010_도로,True,3,True,3,True,3,True,1,True,2,False,0,True,3,False,0,True,2,,
20160049,2016049_부산신항 서컨테이너 진입도로,Z:01010_도로\0003 준공사업\2016049_부산신항 서컨테이너 진입도로,2025-02-27 06:11:02,01010_도로,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,,
20160084,2016084_국도48호선(누산IC~제촌IC) 도로확포장공사 실시설계용역(서울청),Z:01010_도로\0003 준공사업\2016084_국도48호선(누산IC~제촌IC) 도로확포장공사 실시설계용역(서울청),2025-02-27 06:11:11,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20160155,2016155_태릉-구리IC간 광역도로 확장 기본 및 실시설계용역(서울시),Z:01010_도로\2016155_태릉-구리IC간 광역도로 확장 기본 및 실시설계용역(서울시),2025-02-27 06:37:35,01010_도로,True,1,True,1,True,3,True,3,True,3,False,0,False,0,False,0,False,0,,
20160159,2016159_군내-내촌 도로건설공사 기본 및 실시설계용역(서울청),Z:01010_도로\0003 준공사업\2016159_군내-내촌 도로건설공사 기본 및 실시설계용역(서울청),2025-02-27 09:50:56,01010_도로,True,3,True,1,True,3,True,1,True,1,True,2,False,0,False,0,True,1,,
20170006,2017006_고속국도제400호선 양평~이천간 건설공사(제1공구),Z:01010_도로\0003 준공사업\2017006_고속국도제400호선 양평~이천간 건설공사(제1공구),2025-02-27 09:52:04,01010_도로,True,1,True,1,True,2,False,0,False,0,False,0,False,0,False,0,False,0,,
20170018,2017018_대나무생태공원 진입도로 등 5개소 기본 및 실시설계용역(담앙군),Z:01010_도로\0003 준공사업\2017018_대나무생태공원 진입도로 등 5개소 기본 및 실시설계용역(담앙군),2025-02-27 09:52:19,01010_도로,True,3,True,3,True,3,True,3,False,0,False,0,True,1,True,1,True,3,,
20170044,2017044_국지도84호선(김포산업단지구간) 확장공사 실시설계용역,Z:01010_도로\0003 준공사업\2017044_국지도84호선(김포산업단지구간) 확장공사 실시설계용역,2025-02-27 09:53:06,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20170045,2017045_하남감일 공공주택지구 주변도로 조사설계용역(LH),Z:01010_도로\2017045_하남감일 공공주택지구 주변도로 조사설계용역(LH),2025-02-27 06:12:08,01010_도로,True,3,True,3,True,3,True,1,True,3,False,0,False,0,False,0,True,2,,
20170053,2017053_익산시관내 국도대체우회도로(서수-평장1) 건설공사 실시설계(준공),Z:01010_도로\0003 준공사업\2017053_익산시관내 국도대체우회도로(서수-평장1) 건설공사 실시설계(준공),2025-02-27 06:12:19,01010_도로,True,3,True,3,True,3,True,2,True,3,False,0,True,1,False,0,True,1,,
20170072,2017072_내남~외동간 외 1개도로 건설공사 실시설계용역,Z:01010_도로\0003 준공사업\2017072_내남~외동간 외 1개도로 건설공사 실시설계용역,2025-02-27 09:54:04,01010_도로,True,2,True,2,True,3,True,3,True,2,False,0,False,0,False,0,True,3,,
20170100,"2017100_신림-봉천터널(1공구)진,출입부 이전에 따른 설계변경용역 인력지원","Z:01010_도로\0003 준공사업\2017100_신림-봉천터널(1공구)진,출입부 이전에 따른 설계변경용역 인력지원",2025-02-27 06:12:36,01010_도로,False,0,True,3,False,0,False,0,True,1,False,0,False,0,False,0,False,0,,
20170104,2017104 밤고개~율포간 외 1지구 지방도 확포장공사 실시설계용역(전라남도),Z:01010_도로\0003 준공사업\2017104 밤고개~율포간 외 1지구 지방도 확포장공사 실시설계용역(전라남도),2025-02-27 09:55:11,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20170115,2017115_국지도98호선(백석-단촌) 선형 개선사업 실시설계용역,Z:01010_도로\0003 준공사업\2017115_국지도98호선(백석-단촌) 선형 개선사업 실시설계용역,2025-02-27 09:55:20,01010_도로,True,1,True,1,True,2,True,1,False,0,False,0,True,1,False,0,False,0,,
20170127,2017127_4단계 Landside시설 기본 및 실시설계용역,Z:01010_도로\0003 준공사업\2017127_4단계 Landside시설 기본 및 실시설계용역,2025-02-27 06:38:36,01010_도로,True,3,True,3,True,3,True,1,True,1,True,3,False,0,False,0,True,3,,
20170148,2017148_고속도로졸음쉼터 시설개량,Z:01010_도로\0003 준공사업\2017148_고속도로졸음쉼터 시설개량,2025-02-27 09:56:59,01010_도로,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,,
20170165,2017165_국회대로 지하차도 및 상부공원화(2단계)기본 및 실시설계용역,Z:01010_도로\0003 준공사업\2017165_국회대로 지하차도 및 상부공원화(2단계)기본 및 실시설계용역,2025-02-27 06:13:34,01010_도로,True,1,True,3,True,3,True,3,True,2,True,3,False,0,False,0,True,2,,
20170190,2017190_세종~포천(세종~안성) 고속도로 건설공사 기본 및 실시설계용역(제5공구),Z:01010_도로\0003 준공사업\2017190_세종~포천(세종~안성) 고속도로 건설공사 기본 및 실시설계용역(제5공구),2025-02-27 06:13:41,01010_도로,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,,
20170198,2017198_대가야관광 순환도로 정비사업 지역개발계획(변경) 및 실시설계 용역,Z:01010_도로\0003 준공사업\2017198_대가야관광 순환도로 정비사업 지역개발계획(변경) 및 실시설계 용역,2025-02-27 09:59:16,01010_도로,True,1,True,2,True,1,True,1,False,0,False,0,False,0,False,0,True,1,,
2017nnnn,2017 우정의다리,Z:01010_도로\0004 해외사업\2017 우정의다리,2025-02-27 06:13:53,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20180016,2018016 경원선절철 연계도로(연천중1-1호선외 4개노선) 기본 및 실시설계용역(측량),Z:01010_도로\2018016 경원선절철 연계도로(연천중1-1호선외 4개노선) 기본 및 실시설계용역(측량),2025-02-27 06:14:02,01010_도로,True,1,False,0,False,0,True,3,True,1,False,0,False,0,False,0,False,0,,
20180019,C2018019 Ethiopia 고레-마샤-테피 도로 디자인 빌드 프로젝트 개념설계 및 감리,Z:01010_도로\0004 해외사업\C2018019 Ethiopia 고레-마샤-테피 도로 디자인 빌드 프로젝트 개념설계 및 감리,2025-02-27 06:34:21,01010_도로,True,3,False,0,False,0,True,3,False,0,False,0,True,1,False,0,True,2,,
20180044,"2018044_고창 흥덕-부안 행안(2공구) 도로확장공사 기본설계용역(익산청, 40억)","Z:01010_도로\0003 준공사업\2018044_고창 흥덕-부안 행안(2공구) 도로확장공사 기본설계용역(익산청, 40억)",2025-02-27 10:00:56,01010_도로,True,2,True,3,True,3,True,2,True,1,False,0,True,1,False,0,True,3,,
20180060,2018060_지방도 415호선 신월~여량간 도로 확포장공사 기본 및 실시설계용역(준공),Z:01010_도로\0003 준공사업\2018060_지방도 415호선 신월~여량간 도로 확포장공사 기본 및 실시설계용역(준공),2025-02-27 10:01:20,01010_도로,True,3,False,0,True,2,True,3,True,3,False,0,True,1,False,0,False,0,,
20180076,20180076_영락공원 진입도로 개설공사 외 4개소 기본 및 실시설계용역,Z:01010_도로\20180076_영락공원 진입도로 개설공사 외 4개소 기본 및 실시설계용역,2025-02-27 06:39:18,01010_도로,True,3,True,3,True,3,True,2,True,3,True,3,True,3,False,0,True,3,,
20180087,"2018087_군도12호선(시문~동천)확포장공사 기본 및 실시설계용역(남해군,8억)","Z:01010_도로\2018087_군도12호선(시문~동천)확포장공사 기본 및 실시설계용역(남해군,8억)",2025-02-27 06:14:43,01010_도로,True,2,True,1,False,0,True,3,False,0,True,3,False,0,False,0,True,2,,
20180098,C2018098 Georgia E-60 Highway Chumateleti-Khevi 구간 설계검토 및 시공감리 사업,Z:01010_도로\0004 해외사업\C2018098 Georgia E-60 Highway Chumateleti-Khevi 구간 설계검토 및 시공감리 사업,2025-02-27 06:34:25,01010_도로,True,3,False,0,False,0,True,3,False,0,False,0,False,0,False,0,True,3,,
20180102,2018102_예천~지보1 국도건설공사 기본 및 실시설계용역(준공),Z:01010_도로\0003 준공사업\2018102_예천~지보1 국도건설공사 기본 및 실시설계용역(준공),2025-02-27 06:14:57,01010_도로,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,True,3,,
20180107,2018107 성남~장호원 도로건설공사(제6공구) 기본 및 실시설계용역(준공후),Z:01010_도로\0003 준공사업\2018107 성남~장호원 도로건설공사(제6공구) 기본 및 실시설계용역(준공후),2025-02-27 10:03:03,01010_도로,True,1,True,3,True,1,False,0,True,1,False,0,False,0,False,0,False,0,,
20180135,2018135_만흥동 마래2터널 우회도로 개설공사 기본 및 실시설계용역,Z:01010_도로\2018135_만흥동 마래2터널 우회도로 개설공사 기본 및 실시설계용역,2025-02-27 06:15:13,01010_도로,False,0,True,2,True,2,True,3,False,0,False,0,False,0,False,0,False,0,,
20180136,C2018136 네팔 Kathmandu-TeraiMadhesh 고속도로 상세사업보고서 작성용역,Z:01010_도로\0004 해외사업\C2018136 네팔 Kathmandu-TeraiMadhesh 고속도로 상세사업보고서 작성용역,2025-02-27 10:04:43,01010_도로,True,3,False,0,False,0,False,0,True,1,False,0,True,1,True,3,True,3,,
20180146,"2018146_평택호 강변도로 외 1개소 (평택시, 측량분야)- 2.설계-2.07 현황측량 참고","Z:01010_도로\2018146_평택호 강변도로 외 1개소 (평택시, 측량분야)- 2.설계-2.07 현황측량 참고",2025-02-27 06:15:30,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20180159,C2018159 탄자니아 BRT_Review_Detail_Supervision,Z:01010_도로\0004 해외사업\C2018159 탄자니아 BRT_Review_Detail_Supervision,2025-02-27 06:34:34,01010_도로,True,3,False,0,False,0,True,3,False,0,False,0,False,0,False,0,True,3,,
20180160,C2018160 탄자니아 BRT_Review_Detail_Supervision(감리),Z:01010_도로\0004 해외사업\C2018160 탄자니아 BRT_Review_Detail_Supervision(감리),2025-02-27 06:15:41,01010_도로,True,3,False,0,False,0,True,3,False,0,False,0,False,0,False,0,True,3,,
20180168,C2018168 Ethiopia Dinke-Sawla Road Project,Z:01010_도로\0004 해외사업\C2018168 Ethiopia Dinke-Sawla Road Project,2025-02-27 06:34:38,01010_도로,True,3,False,0,False,0,True,3,True,3,False,0,True,3,False,0,True,1,,
20180169,C2018169 Myanmar 중앙 중추고속도로(양곤-만달레이) 타당성조사 및 기본설계,Z:01010_도로\0004 해외사업\C2018169 Myanmar 중앙 중추고속도로(양곤-만달레이) 타당성조사 및 기본설계,2025-02-27 10:05:44,01010_도로,True,3,True,2,False,0,True,3,True,2,True,3,False,0,False,0,True,3,,
20190011,C20190011 Bangladash SASEC,Z:01010_도로\0004 해외사업\C20190011 Bangladash SASEC,2025-02-27 06:34:47,01010_도로,True,1,False,0,True,2,True,3,True,3,False,0,False,0,False,0,False,0,,
20190014,2019014_국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계(준공),Z:01010_도로\0003 준공사업\2019014_국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계(준공),2025-02-27 06:58:09,01010_도로,False,0,True,3,True,3,True,3,True,3,True,1,False,0,False,0,True,3,,
20190020,2019020_북부순환도로 개설공사 (1공구) 실시설계(보완) 용역,Z:01010_도로\2019020_북부순환도로 개설공사 (1공구) 실시설계(보완) 용역,2025-02-27 06:16:28,01010_도로,True,1,True,3,True,1,True,2,True,3,False,0,False,0,False,0,True,3,,
20190040,2019040_국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계(측량분야)(준공),Z:01010_도로\0003 준공사업\2019040_국가지원지방도30호선(밀양무안~신법) 건설공사 기본 및 실시설계(측량분야)(준공),2025-02-27 06:16:36,01010_도로,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,,
20190056,2019056_무안국제공항 활주로 연장 기본설계용역,Z:01010_도로\0003 준공사업\2019056_무안국제공항 활주로 연장 기본설계용역,2025-02-27 10:07:58,01010_도로,True,1,True,1,True,2,False,0,True,2,False,0,False,0,False,0,True,1,,
20190057,2019057_신도시-공단진입도시계획도로(대3-1호선)확포장공사 실시설계용역(양산시),Z:01010_도로\0003 준공사업\2019057_신도시-공단진입도시계획도로(대3-1호선)확포장공사 실시설계용역(양산시),2025-02-27 10:08:03,01010_도로,False,0,True,1,True,3,True,3,True,2,True,1,True,3,False,0,True,3,,
20190071,2019071_신진주역세권~국도2호선간 연결도로개설공사 기본 및 실시설계용역,Z:01010_도로\0003 준공사업\2019071_신진주역세권~국도2호선간 연결도로개설공사 기본 및 실시설계용역,2025-02-27 06:39:46,01010_도로,True,3,True,3,True,3,True,3,True,3,False,0,True,3,False,0,True,3,,
20190080,2019080_동충주산업단지 진입도로 개설사업 실시설계 용역(준공),Z:01010_도로\0003 준공사업\2019080_동충주산업단지 진입도로 개설사업 실시설계 용역(준공),2025-02-27 06:17:11,01010_도로,False,0,True,1,True,3,True,1,True,3,True,1,False,0,False,0,True,3,,
20190086,2019086_동충주산업단지 진입도로 개설사업 실시설계 용역(측량분야)(준공),Z:01010_도로\0003 준공사업\2019086_동충주산업단지 진입도로 개설사업 실시설계 용역(측량분야)(준공),2025-02-27 10:09:25,01010_도로,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,,
20190104,"2019104_인천 검단신도시 원당~태리간 광역도로 조사설계용역(LH,12억)","Z:01010_도로\2019104_인천 검단신도시 원당~태리간 광역도로 조사설계용역(LH,12억)",2025-02-27 06:17:32,01010_도로,False,0,True,3,True,3,True,3,True,3,True,1,False,0,False,0,False,0,,
20190108,"2019108_교동택지~산업단지간 도로개설공사 실시설계(김천시, 14억)","Z:01010_도로\0003 준공사업\2019108_교동택지~산업단지간 도로개설공사 실시설계(김천시, 14억)",2025-02-27 06:39:57,01010_도로,True,3,True,3,True,3,True,3,True,1,False,0,False,0,False,0,True,2,,
20190115,2019115_운산~비둘기낭간 도시관리계획(도로) 변경 및 실시설계용역(준공),Z:01010_도로\0003 준공사업\2019115_운산~비둘기낭간 도시관리계획(도로) 변경 및 실시설계용역(준공),2025-02-27 06:17:49,01010_도로,True,1,True,2,True,3,True,1,True,1,False,0,True,1,False,0,True,3,,
20190149,"2019149_상예(대로1-1-1호선)도시계획도로 확장공사 외 1건 실시설계용역(서귀포시,6억)","Z:01010_도로\0003 준공사업\2019149_상예(대로1-1-1호선)도시계획도로 확장공사 외 1건 실시설계용역(서귀포시,6억)",2025-02-27 06:40:08,01010_도로,False,0,True,2,True,2,True,2,False,0,False,0,True,2,False,0,True,1,,
20190165,2019165_지산~호정간 도로확포장공사 실시설계용역,Z:01010_도로\0003 준공사업\2019165_지산~호정간 도로확포장공사 실시설계용역,2025-02-27 06:18:05,01010_도로,True,1,True,1,True,2,True,3,True,1,False,0,True,1,False,0,True,3,,
20190168,2019168_달리도~외달도간 보행연도교 개설공사 기본 및 실시설계(준공),Z:01010_도로\0003 준공사업\2019168_달리도~외달도간 보행연도교 개설공사 기본 및 실시설계(준공),2025-02-27 06:40:12,01010_도로,True,2,True,1,True,2,True,1,True,2,False,0,True,1,False,0,True,2,,
20190231,2019231_서부순환도로 연결 송삼사거리~북원로 간 도로(대로2-6) 기본 및 실시설계용역,Z:01010_도로\2019231_서부순환도로 연결 송삼사거리~북원로 간 도로(대로2-6) 기본 및 실시설계용역,2025-02-27 06:18:23,01010_도로,True,1,True,1,True,3,True,1,False,0,False,0,False,0,False,0,False,0,,
20190244,2019244_국가지원지방도68호선(경주강동-안강) 건설공사 기본 및 실시설계용역(부산청),Z:01010_도로\0003 준공사업\2019244_국가지원지방도68호선(경주강동-안강) 건설공사 기본 및 실시설계용역(부산청),2025-02-27 06:41:00,01010_도로,False,0,True,3,True,3,True,3,True,3,True,3,True,1,False,0,True,2,,
20190254,"2019254_순창인계~쌍치(1공구) 도로시설개량공사 실시설계(익산청, 33억)","Z:01010_도로\0003 준공사업\2019254_순창인계~쌍치(1공구) 도로시설개량공사 실시설계(익산청, 33억)",2025-02-27 10:14:21,01010_도로,True,3,True,3,True,3,True,3,False,0,True,2,True,3,False,0,True,3,,
20200000,20200000 방글라데시 ITS_교통부,Z:01010_도로\0004 해외사업\20200000 방글라데시 ITS_교통부,2025-02-27 06:18:52,01010_도로,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,1,,
20200002,2020002_도산대교 건설공사 타당성조사 및 기본계획수립용역,Z:01010_도로\0003 준공사업\2020002_도산대교 건설공사 타당성조사 및 기본계획수립용역,2025-02-27 06:19:00,01010_도로,True,3,True,2,True,1,True,2,True,2,False,0,True,3,False,0,False,0,,
20200003,2020003_고남~창기(제2공구) 도로건설공사 기본 및 실시설계용역(대전청),Z:01010_도로\2020003_고남~창기(제2공구) 도로건설공사 기본 및 실시설계용역(대전청),2025-02-27 06:19:10,01010_도로,True,3,True,3,False,0,True,2,True,2,True,3,True,2,False,0,True,3,,
20200011,2020011_충경로 문화거리 조성사업 기본 및 실시설계(전주시),Z:01010_도로\0003 준공사업\2020011_충경로 문화거리 조성사업 기본 및 실시설계(전주시),2025-02-27 06:19:21,01010_도로,True,3,True,2,True,3,True,3,True,3,False,0,True,3,False,0,True,3,,
20200035,2020035 국가지원지방도68호선(경주강동~안강)건설공사 기본 및 실시설계용역(측량),Z:01010_도로\0003 준공사업\2020035 국가지원지방도68호선(경주강동~안강)건설공사 기본 및 실시설계용역(측량),2025-02-27 09:17:40,01010_도로,True,1,True,2,False,0,False,0,True,2,False,0,False,0,False,0,False,0,,
20200039,2020039_해남 어불도 연륙교 개설사업 기본 및 실시설계,Z:01010_도로\2020039_해남 어불도 연륙교 개설사업 기본 및 실시설계,2025-02-27 06:41:14,01010_도로,False,0,True,1,True,2,True,3,True,3,False,0,False,0,False,0,False,0,,
20200041,"2020041_동해항 3단계진입도로 건설공사 기본 및 실시설계(동해해수청, 13억)","Z:01010_도로\2020041_동해항 3단계진입도로 건설공사 기본 및 실시설계(동해해수청, 13억)",2025-02-27 06:41:18,01010_도로,True,3,True,3,True,3,True,1,True,2,True,3,True,2,False,0,True,2,,
20200053,2020053_광양항 율촌산단 연결도로 타당성검토(준공),Z:01010_도로\0003 준공사업\2020053_광양항 율촌산단 연결도로 타당성검토(준공),2025-02-27 06:19:55,01010_도로,False,0,True,2,True,3,True,1,True,1,False,0,True,1,False,0,True,1,,
20200086,2020086_(2단계)다차로 하이패스 기반시설 개량공사 기본 및 실시설계용역,Z:01010_도로\0003 준공사업\2020086_(2단계)다차로 하이패스 기반시설 개량공사 기본 및 실시설계용역,2025-02-27 06:20:04,01010_도로,True,1,True,1,True,1,True,3,True,1,False,0,True,1,False,0,True,3,,
20200103,2020103_장흥 유치 지방도 확포장공사 실시설계용역(전라남도),Z:01010_도로\0003 준공사업\2020103_장흥 유치 지방도 확포장공사 실시설계용역(전라남도),2025-02-27 10:17:15,01010_도로,False,0,True,3,True,1,True,3,True,2,True,1,True,1,False,0,True,3,,
20200131,C2020131 미얀마 GMS Highway Modernization Project 설계 및 감리용역,Z:01010_도로\0004 해외사업\C2020131 미얀마 GMS Highway Modernization Project 설계 및 감리용역,2025-02-27 06:34:56,01010_도로,True,3,True,1,True,1,True,3,True,2,False,0,False,0,True,1,False,0,,
20200145,2020145_청벽산공원사거리~엑스포아파트간 도로확장 기본 및 실시설계용역(대전시),Z:01010_도로\0003 준공사업\2020145_청벽산공원사거리~엑스포아파트간 도로확장 기본 및 실시설계용역(대전시),2025-02-27 06:41:35,01010_도로,True,2,True,3,True,3,True,3,True,1,True,3,False,0,False,0,True,2,,
