project_id,department,project_name,timestamp,contract_exists,contract_count,specification_exists,specification_count,initiation_exists,initiation_count,agreement_exists,agreement_count,budget_exists,budget_count,deliverable1_exists,deliverable1_count,deliverable2_exists,deliverable2_count,completion_exists,completion_count,certificate_exists,certificate_count,evaluation_exists,evaluation_count
20070089,01010_도로부,인천가정 경명로 연결도로외 3개도로 기본 및 실시설계용역,2025-03-03 07:33:55,True,3,True,3,False,0,True,3,True,1,True,3,True,3,True,3,True,2,False,0
20140103,06010_환경사업부,고막원천 다시2지구 등 3개사업 사후환경영향조사용역,2025-03-03 07:34:01,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20150153,06010_환경사업부,삽교천 삽교지구 하천환경정비사업 사후환경영향조사용역,2025-03-03 07:34:18,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20160031,06010_환경사업부,중앙선 도담~영천 복선전철(안동~영천구간) 사후환경영향조사 용역,2025-03-03 07:34:42,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,1
20170064,06010_환경사업부,파주~양주.포천 고속도로 건설사업 사후환경영향조사 용역,2025-03-03 07:35:03,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20170185,04010_도시계획부,속초00지구 토지이용구상 및 사업타당성조사 용역 인력지원,2025-03-03 07:35:19,True,3,True,3,True,1,False,0,True,2,True,3,True,1,True,3,False,0,False,0
20170189,06010_환경사업부,포승~평택 철도건설(안중~오성) 사후환경영향조사용역,2025-03-03 07:35:28,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20180019,01010_도로부,고레-마샤-테피 도로 디자인 빌드 프로젝트 개념설계 검토 및 시공감리용역,2025-03-03 07:35:35,True,3,False,0,False,0,True,3,True,3,True,3,True,1,True,3,True,3,False,0
20180053,01030_구조부,아르메니아-조지아 국경Bagratashen교량 건설 시공감리용역,2025-03-03 07:35:54,True,3,False,0,False,0,True,3,True,3,True,3,False,0,True,3,True,3,False,0
20180067,04010_도시계획부,고양 59개 GB해제취락 도시관리계획 재정비용역,2025-03-03 07:35:59,False,0,True,2,True,2,True,3,False,0,True,1,False,0,True,3,True,3,False,0
20180134,06010_환경사업부,남강+남강댐권역 하천기본계획수립 전략환경영향평가 용역,2025-03-03 07:36:29,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20190011,01010_도로부,Project Implementation Consultants for SASEC Road Connectivity Project-II(방글라데시),2025-03-03 07:36:35,True,3,True,1,False,0,True,3,True,3,False,0,False,0,False,0,False,0,False,0
20190120,04010_도시계획부,합천군 관리계획(재정비) 수립 용역,2025-03-03 07:36:59,True,2,True,2,True,1,True,2,True,1,True,1,False,0,False,0,False,0,False,0
20190132,04010_도시계획부,원주 반곡동 민간임대주택사업 기본계획 및 지구단위계획 수립 용역,2025-03-03 07:37:12,True,3,True,1,False,0,False,0,True,1,True,2,True,3,False,0,False,0,False,0
20190160,04010_도시계획부,횡성 앞들2지구 도시개발사업 수립용역(환지방식),2025-03-03 07:37:25,True,2,True,3,True,3,True,3,True,2,True,1,True,1,True,1,False,0,False,0
20190217,01030_구조부,금호워터폴리스 산업단지 진입도로 건설 기본 및 실시설계용역,2025-03-03 07:38:16,True,3,True,3,True,3,True,1,True,3,True,3,True,3,True,3,False,0,False,0
20200097,04010_도시계획부,서울00위탁개발사업 지정 제안 및 사전재해영향성 검토 용역,2025-03-03 07:38:41,True,3,True,3,True,2,False,0,True,1,True,3,True,1,False,0,False,0,False,0
20200115,06010_환경사업부,군산항 장항항 사후환경영향조사용역,2025-03-03 07:38:59,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20200131,01010_도로부,미얀마 GMS Highway Modernization Project 설계 및 감리용역,2025-03-03 07:39:03,True,3,True,2,False,0,True,3,True,3,False,0,False,0,False,0,False,0,True,1
20200184,01010_도로부,네팔 SASEC Highway Improvement Projcet,2025-03-03 07:39:40,True,3,False,0,False,0,True,3,True,3,True,3,True,1,True,3,True,3,False,0
20200197,04010_도시계획부,2040년 세종도시기본계획 수립 용역,2025-03-03 07:39:47,True,3,True,3,True,3,True,3,True,2,True,3,False,0,True,2,True,3,False,0
20200279,04010_도시계획부,남해 해안경관지구 프로젝트 기본구상 용역,2025-03-03 07:40:07,True,1,True,3,True,3,False,0,False,0,True,1,False,0,False,0,False,0,False,0
20210090,06010_환경사업부,충북20공공지원1 전략환경영향평가 용역,2025-03-03 07:40:33,True,3,True,3,True,3,False,0,True,3,True,3,True,3,False,0,True,3,False,0
20210112,06010_환경사업부,황강 용주지구 하천환경정비사업 환경영향평가용역,2025-03-03 07:40:49,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20210135,06010_환경사업부,아산국가산업단지(우정지구)유보지 조성사업 환경영향평가 용역,2025-03-03 07:41:12,True,3,True,3,True,3,True,1,True,3,True,3,True,3,False,0,False,0,False,0
20210166,04010_도시계획부,태백 철암 고터실 산업단지 조성사업 개발계획수립 및 기본.실시설계 용역,2025-03-03 07:41:40,True,3,False,0,True,3,True,3,True,3,True,3,True,1,True,3,True,3,False,0
20210204,06010_환경사업부,섬진강댐 및 섬진강댐 하류권역 하천기본계획 전략환경영향평가용역,2025-03-03 07:42:09,True,3,True,3,True,3,True,3,False,0,True,3,True,3,True,3,True,3,False,0
20210210,01010_도로부,용인 포곡스마트 물류단지 진입도로 설계 및 건설단계 건설사업관리용역,2025-03-03 07:42:14,True,3,True,3,True,3,False,0,True,2,True,3,True,3,True,3,False,0,False,0
20210219,04010_도시계획부,인천 항동 물류창고 개발사업 용역,2025-03-03 07:42:34,True,3,False,0,False,0,False,0,True,3,False,0,False,0,True,2,False,0,False,0
20210235,01010_도로부,신림~봉천 터널 도로건설공사(1공구) 환기소 이전 설계비 인력지원,2025-03-03 07:42:52,True,3,True,3,True,1,False,0,True,2,True,3,True,3,True,3,False,0,False,0
20210251,01010_도로부,국도37호선 양평옥천-가평설악 도로건설공사 기본 및 실시설계용역,2025-03-03 07:43:14,True,2,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20220001,01010_도로부,네팔 Mahendra Highway(H01) Kakarabhitta-Laukahi(120km) 구간 기존 도로 및 구조물 개량 예비타당성조사,2025-03-03 07:43:20,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
20220003,04010_도시계획부,세종 눌왕지구 도시개발사업 조사설계용역(재해),2025-03-03 07:43:23,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
20220004,06010_환경사업부,세종 눌왕지구 도시개발사업 조사설계용역(환경),2025-03-03 07:43:32,True,2,False,0,False,0,False,0,True,3,True,1,False,0,True,1,False,0,False,0
20220020,01010_도로부,남원 주천~고기 국가지원지방도 시설개량공사 기본 및 실시설계용역,2025-03-03 07:43:46,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,1,False,0
20220074,04010_도시계획부,평택시 성장관리계획 수립 용역,2025-03-03 07:44:26,True,2,True,2,True,2,True,2,True,1,True,1,False,0,False,0,False,0,False,0
20220079,01030_구조부,타지키스탄 CARs-4/QCBS-01 도로 업그레이드 건설 기본 및 실시설계,2025-03-03 07:44:34,True,3,False,0,False,0,True,2,True,3,False,0,False,0,True,1,True,3,False,0
20220116,06010_환경사업부,송지천 등 5개 하천 하천재해예방사업 전략 및 소규모환경영향평가용역,2025-03-03 07:45:36,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0,True,3,False,0
20220134,04010_도시계획부,경기21 공공주택 03지구 및 04지구 사업타당성조사 용역,2025-03-03 07:46:00,True,2,True,3,True,3,False,0,True,1,True,3,False,0,False,0,False,0,False,0
20220149,06010_환경사업부,보청천권역 하천기본계획수립 전략환경영향평가용역,2025-03-03 07:46:12,True,1,True,3,True,3,True,3,True,3,True,3,True,1,True,3,True,3,False,0
20220166,01010_도로부,풍암교차로 정체구간 교통처리 개선사업 기본 및 실시설계용역,2025-03-03 07:46:45,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20220170,01010_도로부,신림~봉천터널 도로건설공사(1공구) 지하차도진출입부 위치변경 설계용역 인력지원,2025-03-03 07:47:04,True,3,True,3,True,3,False,0,True,2,True,3,True,3,True,2,False,0,False,0
20220186,06010_환경사업부,(재)삼성개발공원묘원 자연장지 조성사업 도시관리계획 변경 및 실시계획인가 용역(환경),2025-03-03 07:47:09,True,3,True,3,False,0,False,0,True,3,True,3,False,0,False,0,False,0,False,0
20220190,06010_환경사업부,파크골프장 추가 조성 소규모환경영향평가 용역,2025-03-03 07:47:18,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20220210,04010_도시계획부,베트남 흥옌성 산업단지 1구역 사업타당성 조사용역,2025-03-03 07:47:24,True,1,True,2,True,3,True,3,True,1,True,3,False,0,False,0,False,0,False,0
20220215,04010_도시계획부,에티오피아 아디스아바바 강변개발 마스터플랜 수립지원 및 Sheger강 상류 수질 및 수변정화 사업 PMC 용역,2025-03-03 07:47:34,True,3,True,3,False,0,True,3,True,3,True,3,False,0,True,3,True,3,False,0
20220218,01010_도로부,제천~영월간 고속도로 건설공사 기본 및 실시설계(제4공구),2025-03-03 07:47:46,True,3,True,3,True,3,True,3,True,3,True,3,True,2,True,3,True,3,False,0
20220223,01030_구조부,영동대로 지하공간 복합개발 4공구 건설공사(토목) 변경설계,2025-03-03 07:48:12,True,3,True,2,False,0,False,0,True,3,True,3,True,3,False,0,True,2,False,0
20220240,06010_환경사업부,성남복정2 공공주택지구 환경보전방안 검토서 작성용역(3차),2025-03-03 07:48:34,True,3,True,2,True,3,False,0,True,3,True,1,True,3,True,3,True,2,False,0
20220243,06010_환경사업부,태안 근흥 정죽~두야 도로건설공사 전략 및 환경영향평가,2025-03-03 07:48:50,True,3,True,3,True,3,False,0,True,2,True,3,False,0,True,3,True,3,False,0
20220251,06010_환경사업부,위례신사선 도시철도 민간투자사업 환경영향평가 용역,2025-03-03 07:49:01,True,3,True,3,False,0,False,0,True,3,True,3,False,0,True,3,False,0,False,0
20220262,04010_도시계획부,경남항공 국가산단 스마트그린산단 종합계획 수립,2025-03-03 07:49:24,True,2,True,3,True,3,True,1,True,1,False,0,False,0,False,0,False,0,False,0
20230018,01010_도로부,제2경춘국도(남양주~춘천) 도로건설공사(제3공구) 실시설계용역,2025-03-03 07:50:12,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,2,False,0
20230029,01030_구조부,남양주왕숙 국도47호선 이설(지하화)공사 T/K 입찰(기본)설계 용역,2025-03-03 07:50:16,False,0,True,3,False,0,False,0,False,0,True,2,True,3,False,0,False,0,False,0
20230040,01010_도로부,신림~봉천 터널 도로건설공사(1공구) 환기시설 기준 변경 설계 인력지원,2025-03-03 07:50:35,True,2,True,3,False,0,False,0,True,3,False,0,False,0,True,3,False,0,False,0
20230044,04010_도시계획부,우주발사체 사이언스 콤플렉스 조성 타당성조사 기획연구,2025-03-03 07:50:49,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
20230046,06010_환경사업부,당본지구 급경사지 붕괴위험지역 정비사업 소규모환경영향평가 용역,2025-03-03 07:50:53,True,3,True,3,True,3,False,0,True,3,True,3,True,2,True,3,True,1,False,0
20230066,01010_도로부,국지도23호선 안성 대덕~용인 남사 도로건설공사 등 사전기획조사용역,2025-03-03 07:51:13,True,1,True,3,True,3,True,1,True,3,True,3,False,0,True,3,True,3,False,0
20230087,01020_공항및인프라사업부,(용역)새만금국제공항 건설공사 기본설계 설계용역(공항/토질 및 기초),2025-03-03 07:51:36,True,2,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0
20230121,04010_도시계획부,베트남 하남 신도시 개발사업 예비 타당성조사,2025-03-03 07:52:28,True,3,True,3,True,3,False,0,True,1,True,3,False,0,False,0,True,3,True,1
20230128,01030_구조부,2023년 교량 내진성능평가 및 내진보강 설계용역(1구간),2025-03-03 07:53:11,False,0,True,3,True,3,True,3,True,2,True,3,True,3,True,2,False,0,False,0
20230136,01010_도로부,호국로(학정삼거리) 입체화사업 기본 및 실시설계용역,2025-03-03 07:53:20,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,2,False,0
20230149,01010_도로부,수서역세권 공공주택지구 조사설계용역 중 밤고개로 보완설계 및 실시계획 변경인가,2025-03-03 07:53:53,True,3,True,3,False,0,True,1,True,1,True,3,True,3,True,3,True,2,False,0
20230153,01010_도로부,고속국도 제55호 중앙선(김해공항~대동) 확장공사 타당성 및 기본설계 엔지니어링,2025-03-03 07:54:06,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20230185,01010_도로부,성남~장호원(6-1공구) STA.1+742지점 교량설계 용역,2025-03-03 07:55:02,True,3,True,3,True,1,False,0,True,3,True,3,True,1,True,1,False,0,False,0
20230191,01010_도로부,소양교 보도육교 실시설계 용역계약,2025-03-03 07:55:14,True,2,True,2,False,0,False,0,True,1,True,2,True,3,True,2,False,0,False,0
20230193,01010_도로부,2023년 6~7월 집중호우 지방도 재해복구사업 실시설계용역,2025-03-03 07:55:37,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20230199,06010_환경사업부,용인~광주 고속화도로 민간투자사업 전략환경영향평가 용역,2025-03-03 07:55:51,True,3,True,3,True,1,False,0,True,3,True,3,True,1,False,0,True,2,False,0
20230202,06010_환경사업부,안양천 파크골프장 소규모환경영향평가 용역,2025-03-03 07:55:55,True,3,True,3,True,3,False,0,True,3,True,3,True,3,True,3,True,2,False,0
20230216,01030_구조부,광주송정~순천 철도건설 제4공구 건설공사 입찰설계 (구조),2025-03-03 07:56:27,True,3,True,3,True,2,True,1,True,1,True,3,True,3,True,3,True,1,False,0
20230218,04010_도시계획부,고성군 성장관리계획구역 지정 및 관리계획 수립 용역,2025-03-03 07:56:33,False,0,True,1,True,1,True,1,True,1,False,0,False,0,False,0,False,0,False,0
20230222,06010_환경사업부,평택~오송 2복선화 건설사업 사후환경영향조사용역,2025-03-03 07:56:47,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,False,0
20230234,06010_환경사업부,남한강 에스파크CC 사후환경영향조사용역(공사시) 및 환경보전방안 (1분기),2025-03-03 07:57:05,True,3,True,3,True,3,False,0,True,3,True,3,True,2,True,3,True,1,False,0
20230236,01020_공항및인프라사업부,지방공항 개발 로드맵 수립용역,2025-03-03 07:57:13,True,1,True,3,True,3,False,0,True,1,True,3,True,1,True,3,True,3,False,0
20230240,01030_구조부,고속국도 제30호 서산~영덕선 대산~당진간 건설공사(제3공구) 대안제시형 낙찰제 설계용역,2025-03-03 07:57:32,True,1,True,3,False,0,True,3,True,3,True,3,True,3,True,3,False,0,False,0
20240004,01010_도로부,국도31호선 영월군 북면 문곡~연덕 도로 조사 기술지원,2025-03-03 07:58:12,True,1,True,3,True,2,True,3,True,1,True,3,True,3,True,3,False,0,False,0
20240021,06010_환경사업부,아산연수원 內 환경영향평가 용역,2025-03-03 07:58:35,True,3,True,2,True,3,False,0,True,3,True,3,False,0,True,3,True,1,False,0
20240029,01010_도로부,북면 농어촌도로103호(백담선) 도로교통 개선사업 타당성조사 및 기본계획 검토 용역,2025-03-03 07:58:54,True,3,True,3,True,3,True,3,True,3,False,0,False,0,True,3,True,3,False,0
20240042,01010_도로부,수도교~벌리신호등 간 도시계획도로 개설 실시설계(보완) 용역,2025-03-03 07:59:09,True,3,True,3,True,2,False,0,True,2,True,3,True,3,True,3,True,3,False,0
20240060,06010_환경사업부,성남복정1 공공주택지구 환경보전방안 검토서 작성용역(2차),2025-03-03 07:59:38,True,3,True,3,True,3,False,0,True,1,False,0,True,3,True,3,True,2,False,0
20240140,01030_구조부,"""송산그린시티 서측지구 도시물순환 및 블루그린네트워크(1단계) 조성공사(제2공구)"" T/K 기본설계 용역",2025-03-03 08:01:13,False,0,True,1,False,0,False,0,False,0,True,3,True,3,False,0,False,0,False,0
20240145,01030_구조부,고속국도 제30호 서산~영덕선 대산~당진간 건설공사(제3공구) 대안제시형 낙찰제 반영설계용역,2025-03-03 08:01:44,True,1,True,1,False,0,False,0,False,0,True,3,True,3,False,0,False,0,False,0
20240151,01010_도로부,대동~매리 종점부 선형변경 및 실시설계용역,2025-03-03 08:01:58,True,3,True,3,True,3,False,0,True,1,True,3,True,3,True,2,True,2,False,0
20240178,06010_환경사업부,"월곶~판교 복선전철 건설사업(제2~5, 7, 9~10공구) 사후환경영향조사용역",2025-03-03 08:02:19,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,3,True,1
20240179,01030_구조부,서울도시철도7호선 청라국제도시연장 추가정거장(005-1) 건설공사 기술제안 입찰용역,2025-03-03 08:02:26,True,3,True,2,False,0,True,2,True,1,True,3,True,3,False,0,True,3,False,0
